Application Id,Application Number,Office,Application Date_page,Grant Number,Grant Date,Applicants,Title_page,Priority Data,Related Patent Documents,International Application No.,International Filing Date,Application Date_list,Country,latitude,longitude,applicant_city_name,applicant_state_name,applicant_country_name,crop,Days Between Application and Grant,Granted,Application Year,Grant Year,Has Related Patent Documents,purpose
CN213623384,201710923662.X,China,2017-09-30,,,Xinjiang University新疆大学Jing Siqun,"(EN) The invention discloses the construction and the application of a clone and expression vector of cyperus esculentus pepc gene. The pepc gene with the total length of 3399 bp is obtained through designed specific primer and RACE PCR amplification, and then a pepc oligo DNA sequence is firstly designed and synthesized; secondly, an sgRNA carrier with a guiding effect is constructed; an finally, a segment containing a promotor area, the pepc oligo DNA sequence and the sgRNA is cut through double digests to be connected with pP1C.1 containing Cas protein, so that the CRISPR/Cas9 carrier of the pepc gene is constructed successfully; after the carrier is dip-dyed for tobacco leaves, the oil content of tobacco is increased by 33.4%, a foundation is laid for obtaining and cultivating transgenic plants with relatively high oil content for subsequent pepc gene carrier conversion oil-production plants, and the carrier plays an important role in cultivation and production popularization of new products.(ZH) 本发明公开油莎草pepc基因的克隆及表达载体的构建和应用，通过对设计特异引物、RACE PCR扩增获得全长为3399bp的pepc基因，进而首先设计合成pepc oligo DNA序列，其次构建出具有导向作用的sgRNA载体，最后通过双酶切将包含有启动子区域、pepc oligo DNA序列及sgRNA的片段切开，与含有Cas蛋白的pP1C.1进行连接，成功构建pepc基因的CRISPR/Cas9载体，此载体在对烟草叶片进行浸染后，使烟草含油率提高33.4%，为后续pepc基因载体转化产油植物，获得、培育含油率较高的转基因植株奠定了基础，对于新品种培育、生产推广具有重要作用。",,,,,30.09.2017,China,43.7650239,87.6163306,Wu Lu Mu Qi Shi,Xin Jiang Wei Wu Er Zi Zhi Qu,China,Tobacco,,False,2017.0,,False,Yield Improvement
CN254000321,201910383611,China,2019-05-09,110257418.0,2020-04-10,Hunan Hybrid Rice Research Center,"(EN) Method for fixing rice heterosis
(ZH) 一种固定水稻杂种优势的方法",,,,,,,28.197709,113.083429,Chang Sha Shi,Hu Nan Sheng,China,Rice,337.0,True,2019.0,2020.0,False,Yield Improvement
EP449225675,23721018,European Patent Office,2023-04-03,,,Univ Ramot,"(EN) The present invention relates to compositions and methods for overcoming functional redundancy in plants, particularly to methods for knocking-out and identifying multiple genes underlying a certain phenotype, utilizing multi-targeted genome-scale Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) applications.(FR) La présente invention concerne des compositions et des procédés permettant de surmonter la superfluité fonctionnelle chez les plantes, plus particulièrement des procédés permettant d'éliminer et d'identifier de multiples gènes sous-jacents à un certain phénotype, à l'aide d'applications CRISPR multiciblées à l'échelle du génome.",202263329506 11.04.2022 US,"WO/2023/199308

IL316134",,,03.04.2023,European Patent Office,32.1110389,34.8050076,Tel Aviv-Yafo,Tel Aviv District,Israel,Crop plants,,False,2023.0,,True,Gene Editing Systems Development
CN193005842,102016000615347,China,2016-08-01,,,"Yunnan Nabo Biological Technology Co., Ltd.","(EN) The invention discloses an artificial fixed-point rice dense and erect panicle (DEP1) gene mutant body and application thereof. The rice DEP1 gene mutant body as well as a corresponding allele is obtained by modifying a 5th exon of a DEP1 gene by adopting a CRISPR/Cas9 gene targeting modification technology, so that a base of the 5th exon is replaced, lost and inserted. The artificial fixed-point rice DEP1 gene mutant body and the application thereof disclosed by the invention have the benefits that the artificial mutation is performed on the 5th exon of the rice DEP1 gene by adopting the CRISPR/Cas9, and the mutant body capable of obviously improving the rice yield and the allele are screened; the DEP1 gene mutant body disclosed by the invention as well as the corresponding allele can improve the yield of rice plants by 13-51 percent and is even superior to a natural mutation type.(ZH) 本发明公开了一种水稻直立密穗DEP1基因人工定点突变体及其应用。所述水稻直立密穗DEP1基因突变体及相应的等位基因采用CRISPR/Cas9基因靶向修饰技术对DEP1基因的第5外显子修饰，使得第5外显子的碱基发生替换、缺失和插入而得到。本发明采用CRISPR/Cas9对直立密穗DEP1基因的第5显子进行人工突变，并筛选出能够显著提高水稻产量的突变体及等位基因；本发明提供的DEP1基因突变体及相应的等位基因能够将水稻单株产量提高13％～51％，甚至优于自然界的突变类型。",,,,,01.08.2016,China,24.323458,102.524986,Yu Xi Shi,Yun Nan Sheng,China,Rice,,False,2016.0,,False,Yield Improvement
CN282892495,201911186091,China,2019-11-28,110714010.0,2022-11-04,"Yuan Longping High-Tech Agriculture Co., Ltd.袁隆平农业高科技股份有限公司Hunan Yahua Academy Of Seed Sciences湖南亚华种业科学研究院Hunan Longping Hi-Tech Seed Science And Technology Institute Co., Ltd.",(EN) Method for reducing rice amylose content through gene editing and special sgRNA(ZH) 一种通过基因编辑降低水稻直链淀粉含量的方法及其专用sgRNA,,,,,,,28.21084,113.00779,Chang Sha Shi,Hu Nan Sheng,China,Rice,1072.0,True,2019.0,2022.0,False,Other Genetic Improvement for Crop Traits
CN439115535,202410724455,China,2024-06-05,,,"China Tobacco Yunnan Industrial Co., Ltd.","(EN) The invention discloses an application of a tobacco early blossoming gene NtELF3 in regulating and controlling the content of scopolamine, total sugar and reducing sugar in tobacco leaves. The nucleotide sequence of the NtELF3 gene is as shown in SEQ ID NO. 1. According to the invention, a CRISPR/Cas9 editing vector for knocking out the NtELF3 gene is constructed through a CRISPR/Cas9 mediated gene editing technology, and a tobacco plant with the NtELF3 gene knocked out is obtained after editing material creation and molecular detection and identification. Compared with a control tobacco plant, the editing tobacco plant with the NtELF3 gene knocked out has the advantage that the content of hyoscyamine, total sugar and reducing sugar in tobacco leaves in the mature period is remarkably increased. Theoretical basis is provided for further clarification of tobacco polyphenol metabolism and sugar metabolism regulation mechanisms, and a new genetic material is provided for cultivation of tobacco varieties with significantly changed polyphenol content and/or sugar content.(ZH) 本发明公开了一种烟草早花基因NtELF3在调控烟叶莨菪苷、总糖和还原糖含量中的应用。NtELF3基因的核苷酸序列如SEQ ID NO.1所示。本发明通过CRISPR/Cas9介导的基因编辑技术，构建了用于敲除NtELF3基因的CRISPR/Cas9编辑载体，经编辑素材创制和分子检测鉴定后获得了NtELF3基因敲除的烟草植株。本发明获得的NtELF3基因敲除的编辑烟草植株，相比于对照烟草植株，成熟期烟叶中莨菪苷、总糖和还原糖含量显著提高。这为进一步阐明烟草多酚代谢和糖代谢调控机理提供了理论依据，为培育多酚含量和/或糖含量显著改变的烟草品种提供了新的遗传材料。",,,,,,,26.5895249,106.7159627,Gui Yang Shi,Gui Zhou Sheng,China,Tobacco,,False,2024.0,,False,Other Genetic Improvement for Crop Traits
CN234767909,201810724590,China,2018-07-04,108866093.0,2021-07-09,"Guangdong Sanjie Herbage Biotechnology Co., Ltd.",(EN) Method for site-specific mutagenesis of medicago sativa gene by employing CRISPR/Cas9 system(ZH) 一种利用CRISPR/Cas9系统对紫花苜蓿基因定点突变的方法,,"WO/2020/007331

AU2019299296

EP3848464

US20210292777

CA3105396

US20210147844",,,,,24.96934,114.0375,Shaoguan,Guangdong Province,China,Alfalfa,1101.0,True,2018.0,2021.0,True,Gene Editing Systems Development
CN349230546,202111375331,China,2021-11-19,113943740.0,2024-02-09,Yunnan Academy Of Tobacco Agriculture Science,(EN) NtCHA1 gene capable of regulating and controlling potassium content of tobacco leaves and application of NtCHA1 gene(ZH) 一种可调控烟叶钾含量的NtCHA1基因及其应用,,,,,,,24.328809,102.5306212,Yu Xi Shi,Yun Nan Sheng,China,Tobacco,812.0,True,2021.0,2024.0,False,Other Genetic Improvement for Crop Traits
CN397876024,202211108488,China,2022-09-13,,,Nanjing Agricultural University,"(EN) The invention discloses a method for preparing improved rice by mutating an OsHOX3 gene through a CRISPR/Cas9 system, and belongs to the technical field of plant genetic engineering. According to the invention, a target sequence is designed according to the OsHOX3 gene, a first exon of the OsHOX3 gene is subjected to artificial mutation by adopting CRISPR/Cas9, and a function deletion mutant is screened out. The plant ear number and the ear grain number of the OsHOX3 mutant are increased, the ear structure is optimized, the primary branch number is increased, the secondary branch number is reduced, meanwhile, the grains become slender, and chalkiness is reduced, which indicates that the OsHOX3 participates in improving the rice yield and the rice appearance quality. The OsHOX3 gene can be used as an important resource for genetic improvement breeding of rice germplasm resources, and is beneficial to improvement of rice yield and appearance quality.(ZH) 本发明公开了一种利用CRISPR/Cas9系统突变OsHOX3基因制备改良水稻的方法，属于植物基因工程技术领域。本发明根据OsHOX3基因设计靶标序列，采用CRISPR/Cas9对OsHOX3基因的第一外显子进行人工突变，并筛选出功能缺失突变体。OsHOX3突变体植株穗数和穗粒数增加，穗结构得到优化，一次枝梗数增加而二次枝梗数减少，同时籽粒变得细长和垩白降低，表明OsHOX3参与改善水稻产量和稻米外观品质。OsHOX3基因可作为水稻种质资源的遗传改良育种的重要资源，有助于水稻产量和外观品质的提升。",,,,,,,32.033399,118.842587,Nan Jing Shi,Jiang Su Sheng,China,Rice,,False,2022.0,,False,Yield Improvement
CN398214758,202211431638,China,2022-11-15,,,"China Tobacco Yunnan Industrial Co., Ltd.","(EN) The invention discloses a tobacco auxin response transcription factor ARF2 related gene and application thereof, the tobacco auxin response transcription factor ARF2 related gene comprises two genes derived from tobacco, the two genes are named as NtARF2-1 and NtARF2-2, and the nucleotide sequences of the two genes are shown as SEQ ID NO.1 and SEQ ID NO.2. The tobacco auxin response transcription factor ARF2 related gene has the advantages that the tobacco auxin response transcription factor ARF2 related gene can be applied to the tobacco auxin response transcription factor ARF2 related gene; according to the invention, a CRISPR/Cas9 (Clustered Regularly Interspaced Short Palindromic Repeats/CRISPR/Cas9)-mediated gene editing technology is adopted to construct a CRISPR/Cas9 editing vector for knocking out two NtARF2 genes, and after genetic transformation, a double-process arf2-1/arf2-2 mutant editing plant is obtained. The root development and growth of the double-process arf2-1/arf2-2 gene edited plant are obviously lower than those of a control plant by culturing under an MS condition and culturing under a normal condition, and a genetic material and a theoretical basis are provided for researching the root development and growth and development gene functions of the tobacco.(ZH) 本发明公开了一种烟草生长素响应转录因子ARF2相关的基因及其应用，烟草生长素响应转录因子ARF2相关的基因为两个来源于烟草的基因，命名为NtARF2‑1和NtARF2‑2，核苷酸序列如SEQ ID NO.1和SEQ IDNO.2所示。本发明通过CRISPR/Cas9介导的基因编辑技术，构建了用于敲除2个NtARF2基因的CRISPR/Cas9编辑载体，经遗传转化后获得了双突arf2‑1/arf2‑2突变体编辑植株。通过在MS条件下培养与正常条件下栽培，发现双突arf2‑1/arf2‑2基因编辑植株的根系发育与生长均明显低于对照植株，为研究烟草根系发育及生长发育基因功能提供遗传材料和理论依据。",,,,,,,26.5895249,106.7159627,Gui Yang Shi,Gui Zhou Sheng,China,Tobacco,,False,2022.0,,False,Other Genetic Improvement for Crop Traits
CN408078064,202310601655,China,2023-05-25,,,Nanjing Forestry University,"(EN) The invention discloses a liriodendron tulipifera LtPDS gene as well as a knockout system and application thereof, and belongs to the technical field of plant molecular genetics. The nucleotide sequence of the liriodendron tulipifera LtPDS gene is as shown in SEQ ID NO.1. The liriodendron tulipifera LtPDS gene is obtained through cloning by taking a liriodendron tulipifera seedling as a material, the liriodendron tulipifera LtPDS gene is precisely edited by utilizing AtU3d, AtU3b and AtU6-1 promoters in arabidopsis thaliana, a gene knockout vector CRISPR/Cas9-LtPDS gRNA of the liriodendron tulipifera LtPDS gene is constructed, the gene knockout vector CRISPR/Cas9-LtPDS gRNA is transferred into a liriodendron tulipifera embryonic callus, and the liriodendron tulipifera LtPDS gene a transgenic plant is obtained. The result shows that the leaves of the seedlings of the gene editing plant are pure white, and the LtPDS gene in the plant is successfully knocked out.(ZH) 本发明公开了一种北美鹅掌楸LtPDS基因及其敲除系统和应用，属于植物分子遗传学技术领域。本发明的北美鹅掌楸LtPDS基因的核苷酸序列如SEQ ID NO.1所示，本发明以北美鹅掌楸幼苗为材料，通过克隆得到北美鹅掌楸LtPDS基因，利用拟南芥中AtU3d、AtU3b和AtU6‑1启动子，对北美鹅掌楸中LtPDS基因进行精准编辑，构建其基因敲除载体CRISPR/Cas9‑LtPDS gRNA，转入鹅掌楸胚性愈伤组织中，得到转基因植株。结果表明基因编辑植株幼苗的叶片洁白，表示其体内LtPDS基因已被成功敲除。",,,,,,,32.080904,118.812736,Nan Jing Shi,,China,Other plants,,False,2023.0,,False,Other Genetic Improvement for Crop Traits
